symbol,date,open,high,low,close,volume,change,changePercent,vwap
AAPL,2025-01-13,233.53,234.67,229.72,234.4,49630725,0.87,0.37254,233.08
AAPL,2025-01-10,240.01,240.16,233.0,236.85,61710900,-3.16,-1.32,237.505
AAPL,2025-01-08,241.92,243.71,240.05,242.7,37628940,0.78,0.32242,242.095
AAPL,2025-01-07,242.98,245.55,241.35,242.21,40856000,-0.77,-0.3169,243.0225
AAPL,2025-01-06,244.31,247.33,243.2,245.0,45045600,0.69,0.28243,244.96
AAPL,2025-01-03,243.36,244.18,241.89,243.36,40244114,0.0,0.0,243.1975
AAPL,2025-01-02,248.93,249.1,241.82,243.85,55740731,-5.08,-2.04,245.925
AAPL,2024-12-31,252.44,253.28,249.43,250.42,39480718,-2.02,-0.80019,251.3925
AAPL,2024-12-30,252.23,253.5,250.75,252.2,35557542,-0.03,-0.01189391,252.17
AAPL,2024-12-27,257.83,258.7,253.06,255.59,42355321,-2.24,-0.86879,256.295
AAPL,2024-12-26,258.19,260.1,257.63,259.02,27262983,0.83,0.32147,258.735
AAPL,2024-12-24,255.49,258.21,255.29,258.2,23234705,2.71,1.06,256.7975
AAPL,2024-12-23,254.77,255.65,253.45,255.27,40858800,0.5,0.19626,254.785
AAPL,2024-12-20,248.04,255.0,245.69,254.49,147495300,6.45,2.6,250.805
AAPL,2024-12-19,247.5,252.0,247.09,249.79,60882300,2.29,0.92525,249.095
AAPL,2024-12-18,252.16,254.28,247.74,248.05,56774101,-4.11,-1.63,250.5575
AAPL,2024-12-17,250.08,253.83,249.78,253.48,51356400,3.4,1.36,251.7925
AAPL,2024-12-16,247.99,251.38,247.65,251.04,51694800,3.05,1.23,249.515
AAPL,2024-12-13,247.82,249.29,246.24,248.13,33155300,0.315,0.12509,247.87
AAPL,2024-12-12,246.89,248.74,245.68,247.96,32777532,1.07,0.43339,247.3175
AAPL,2024-12-11,247.96,250.8,246.26,246.49,45205814,-1.47,-0.59284,247.8775
AAPL,2024-12-10,246.89,248.21,245.34,247.77,36914806,0.88,0.35643,247.0525
AAPL,2024-12-09,241.83,247.24,241.75,246.75,44649232,4.92,2.03,244.3925
AAPL,2024-12-06,242.91,244.63,242.08,242.84,36870619,-0.065,-0.02881726,243.115
AAPL,2024-12-05,243.99,244.54,242.13,243.04,40033900,-0.95,-0.38936,243.425
AAPL,2024-12-04,242.87,244.11,241.25,243.01,44383935,0.14,0.05764401,242.81
AAPL,2024-12-03,239.81,242.76,238.9,242.65,38861017,2.84,1.18,241.03
AAPL,2024-12-02,237.27,240.79,237.16,239.59,48137103,2.32,0.97779,238.7025
AAPL,2024-11-29,234.81,237.81,233.97,237.33,28481400,2.53,1.07,235.98
AAPL,2024-11-27,234.47,235.69,233.81,234.93,33498439,0.465,0.19619,234.725
AAPL,2024-11-26,233.33,235.57,233.33,235.06,45986200,1.73,0.74144,234.3225
AAPL,2024-11-25,231.46,233.25,229.74,232.87,90152832,1.41,0.60918,231.83
AAPL,2024-11-22,228.06,230.72,228.06,229.87,38168300,1.81,0.79365,229.1775
AAPL,2024-11-21,228.88,230.16,225.71,228.52,42108327,-0.36,-0.15729,228.3175
AAPL,2024-11-20,228.06,229.93,225.89,229.0,35169600,0.94,0.41217,228.22
AAPL,2024-11-19,226.98,230.16,226.66,228.28,36211800,1.3,0.57274,228.02
AAPL,2024-11-18,225.25,229.74,225.17,228.02,44686020,2.77,1.23,227.045
AAPL,2024-11-15,226.4,226.92,224.27,225.0,47923700,-1.4,-0.61837,225.6475
AAPL,2024-11-14,225.02,228.87,225.0,228.22,44923941,3.2,1.42,226.7775
AAPL,2024-11-13,224.01,226.65,222.76,225.12,48566217,1.11,0.49551,224.635
AAPL,2024-11-12,224.55,225.59,223.36,224.23,40398300,-0.32,-0.14251,224.4325
AAPL,2024-11-11,225.0,225.7,221.5,224.23,42005602,-0.77,-0.34222,224.1075
AAPL,2024-11-08,227.17,228.66,226.41,226.96,38328824,-0.21,-0.09244178,227.3
AAPL,2024-11-07,224.63,227.88,224.57,227.48,42137700,2.85,1.27,226.14
AAPL,2024-11-06,222.61,226.07,221.19,222.72,54561121,0.11,0.04941377,223.1475
AAPL,2024-11-05,221.8,223.95,221.14,223.45,28111338,1.66,0.74391,222.585
AAPL,2024-11-04,220.99,222.79,219.71,222.01,44944500,1.02,0.46156,221.375
AAPL,2024-11-01,220.97,225.35,220.27,222.91,65276741,1.94,0.87795,222.375
AAPL,2024-10-31,229.34,229.83,225.37,225.91,64370100,-3.43,-1.5,227.6125
AAPL,2024-10-30,232.61,233.47,229.55,230.1,47070907,-2.51,-1.08,231.4325
AAPL,2024-10-29,233.1,234.33,232.32,233.67,35417247,0.57,0.24453,233.355
AAPL,2024-10-28,233.32,234.73,232.55,233.4,36087134,0.08,0.03428767,233.5
AAPL,2024-10-25,229.74,233.22,229.57,231.41,38802304,1.67,0.72691,230.985
AAPL,2024-10-24,229.98,230.82,228.41,230.57,31109503,0.59,0.25654,229.945
AAPL,2024-10-23,234.08,235.14,227.76,230.76,52287000,-3.32,-1.42,231.935
AAPL,2024-10-22,233.89,236.22,232.6,235.86,38846600,1.98,0.84228,234.6425
AAPL,2024-10-21,234.45,236.85,234.45,236.48,36254500,2.03,0.86586,235.5575
AAPL,2024-10-18,236.18,236.18,234.01,235.0,46431500,-1.18,-0.49962,235.3425
AAPL,2024-10-17,233.43,233.85,230.52,232.15,32993810,-1.28,-0.54834,232.4875
AAPL,2024-10-16,231.6,232.12,229.84,231.78,34082240,0.18,0.07772021,231.335
AAPL,2024-10-15,233.61,237.49,232.37,233.85,64751400,0.24,0.10274,234.33
AAPL,2024-10-14,228.7,231.73,228.6,231.3,39882100,2.6,1.14,230.0825
AAPL,2024-10-11,229.3,229.41,227.34,227.55,31759200,-1.75,-0.76319,228.4
AAPL,2024-10-10,227.78,229.5,227.17,229.04,28183544,1.26,0.55317,228.3725
AAPL,2024-10-09,225.23,229.75,224.83,229.54,33591100,4.31,1.91,227.3375
AAPL,2024-10-08,224.3,225.98,223.25,225.77,31855700,1.47,0.65537,224.825
AAPL,2024-10-07,224.5,225.69,221.33,221.69,39505400,-2.81,-1.25,223.3025
AAPL,2024-10-04,227.9,228.0,224.13,226.8,37345098,-1.1,-0.48267,226.7075
AAPL,2024-10-03,225.14,226.81,223.32,225.67,34044200,0.53,0.23541,225.235
AAPL,2024-10-02,225.89,227.37,223.02,226.78,32880605,0.89,0.394,225.765
AAPL,2024-10-01,229.52,229.65,223.74,226.21,63285048,-3.31,-1.44,227.28
AAPL,2024-09-30,230.04,233.0,229.65,233.0,54793391,2.96,1.29,231.4225
AAPL,2024-09-27,228.46,229.52,227.3,227.79,34026000,-0.67,-0.29327,228.2675
AAPL,2024-09-26,227.3,228.5,225.41,227.52,36636707,0.22,0.09678839,227.1825
AAPL,2024-09-25,224.93,227.29,224.02,226.37,42308715,1.44,0.6402,225.6525
AAPL,2024-09-24,228.65,229.35,225.73,227.37,43556100,-1.28,-0.55981,227.775
AAPL,2024-09-23,227.34,229.45,225.81,226.47,54146023,-0.87,-0.38269,227.2675
AAPL,2024-09-20,229.97,233.09,227.62,228.2,318679900,-1.77,-0.76967,229.72
AAPL,2024-09-19,224.99,229.82,224.63,228.87,66781315,3.88,1.72,227.0775
AAPL,2024-09-18,217.55,222.71,217.54,220.69,59894928,3.14,1.44,219.6225
AAPL,2024-09-17,215.75,216.9,214.5,216.79,45519339,1.04,0.48204,215.985
AAPL,2024-09-16,216.54,217.22,213.92,216.32,59357427,-0.22,-0.1016,216.0
AAPL,2024-09-13,223.58,224.04,221.91,222.5,36766619,-1.08,-0.48305,223.0075
AAPL,2024-09-12,222.5,223.55,219.82,222.77,37498225,0.27,0.12135,222.16
AAPL,2024-09-11,221.46,223.09,217.89,222.66,44587100,1.2,0.54186,221.275
AAPL,2024-09-10,218.92,221.48,216.73,220.11,51591033,1.19,0.54358,219.31
AAPL,2024-09-09,220.82,221.27,216.71,220.91,67180000,0.09,0.04075718,219.9275
AAPL,2024-09-06,223.95,225.24,219.77,220.82,48423011,-3.13,-1.4,222.445
AAPL,2024-09-05,221.63,225.48,221.52,222.38,36615400,0.755,0.3384,222.7525
AAPL,2024-09-04,221.66,221.78,217.48,220.85,43840200,-0.81,-0.36542,220.4425
AAPL,2024-09-03,228.55,229.0,221.17,222.77,50190600,-5.78,-2.53,225.3725
AAPL,2024-08-30,230.19,230.4,227.48,229.0,52990800,-1.19,-0.51696,229.2675
AAPL,2024-08-29,230.1,232.92,228.88,229.79,51906300,-0.31,-0.13472,230.4225
AAPL,2024-08-28,227.92,229.86,225.68,226.49,38052200,-1.43,-0.62741,227.4875
AAPL,2024-08-27,226.0,228.85,224.89,228.03,35934600,2.03,0.89823,226.9425
AAPL,2024-08-26,226.76,227.28,223.89,227.18,30602208,0.42,0.18522,226.2775
AAPL,2024-08-23,225.66,228.22,224.33,226.84,38677300,1.18,0.52291,226.2625
AAPL,2024-08-22,227.79,228.34,223.9,224.53,43695321,-3.26,-1.43,226.14
AAPL,2024-08-21,226.52,227.98,225.05,226.4,34765500,-0.12,-0.05297545,226.4875
AAPL,2024-08-20,225.77,227.17,225.45,226.51,30299033,0.74,0.32777,226.225
AAPL,2024-08-19,225.72,225.99,223.04,225.89,40687813,0.17,0.07531455,225.16
AAPL,2024-08-16,223.92,226.83,223.65,226.05,44340240,2.13,0.95123,225.1125
AAPL,2024-08-15,224.6,225.35,222.76,224.72,46414013,0.12,0.05342832,224.3575
AAPL,2024-08-14,220.57,223.03,219.7,221.72,41960600,1.15,0.52138,221.255
AAPL,2024-08-13,219.01,221.89,219.01,221.27,44155331,2.26,1.03,220.295
AAPL,2024-08-12,216.07,219.51,215.6,217.53,38028100,1.46,0.67571,217.1775
AAPL,2024-08-09,212.1,216.78,211.97,216.24,42201646,4.14,1.95,214.2725
AAPL,2024-08-08,213.11,214.2,208.83,213.31,47161149,0.2,0.09384825,212.3625
AAPL,2024-08-07,206.9,213.64,206.39,209.82,63516417,2.92,1.41,209.1875
AAPL,2024-08-06,205.3,209.99,201.07,207.23,69660500,1.93,0.94009,205.8975
AAPL,2024-08-05,199.09,213.5,196.0,209.27,119548600,10.18,5.11,204.465
AAPL,2024-08-02,219.15,225.6,217.71,219.86,105568600,0.71,0.32398,220.58
AAPL,2024-08-01,224.37,224.48,217.02,218.36,62501000,-6.01,-2.68,221.0575
AAPL,2024-07-31,221.44,223.82,220.63,222.08,50036300,0.64,0.28902,221.9925
AAPL,2024-07-30,219.19,220.33,216.12,218.8,41643840,-0.39,-0.17793,218.61
AAPL,2024-07-29,216.96,219.3,215.75,218.24,36311800,1.28,0.58997,217.5625
AAPL,2024-07-26,218.7,219.49,216.01,217.96,41601345,-0.74,-0.33836,218.04
AAPL,2024-07-25,218.93,220.85,214.62,217.49,51391200,-1.44,-0.65774,217.9725
AAPL,2024-07-24,224.0,224.8,217.13,218.54,61777600,-5.46,-2.44,221.1175
AAPL,2024-07-23,224.37,226.94,222.68,225.01,39960300,0.645,0.28524,224.75
AAPL,2024-07-22,227.01,227.78,223.09,223.96,48201835,-3.05,-1.34,225.46
AAPL,2024-07-19,224.82,226.8,223.28,224.31,49151500,-0.51,-0.22685,224.8025
AAPL,2024-07-18,230.28,230.44,222.27,224.18,66034600,-6.1,-2.65,226.7925
AAPL,2024-07-17,229.45,231.46,226.64,228.88,57345900,-0.57,-0.24842,229.1075
AAPL,2024-07-16,235.0,236.27,232.33,234.82,43234300,-0.18,-0.07659574,234.605
AAPL,2024-07-15,236.48,237.23,233.09,234.4,62631300,-2.08,-0.87957,235.3
AAPL,2024-07-12,228.92,232.64,228.68,230.54,53046527,1.62,0.70767,230.195
AAPL,2024-07-11,231.39,232.39,225.77,227.57,64710617,-3.82,-1.65,229.28
AAPL,2024-07-10,229.3,233.08,229.25,232.98,62627700,3.68,1.6,231.1525
AAPL,2024-07-09,227.93,229.4,226.37,228.68,48169822,0.75,0.32905,228.095
AAPL,2024-07-08,227.09,227.85,223.25,227.82,59085900,0.73,0.32146,226.5025
AAPL,2024-07-05,221.65,226.45,221.65,226.34,60412408,4.69,2.12,224.0225
AAPL,2024-07-03,220.0,221.55,219.03,221.55,37369801,1.55,0.70455,220.5325
AAPL,2024-07-02,216.15,220.38,215.1,220.27,58046200,4.12,1.91,217.975
AAPL,2024-07-01,212.09,217.51,211.92,216.75,60402929,4.66,2.2,214.5675
AAPL,2024-06-28,215.77,216.07,210.3,210.62,82542718,-5.15,-2.39,213.19
AAPL,2024-06-27,214.69,215.74,212.35,214.1,49772707,-0.59,-0.27481,214.22
AAPL,2024-06-26,211.5,214.86,210.64,213.25,66213200,1.75,0.82742,212.5625
AAPL,2024-06-25,209.15,211.38,208.61,209.07,56713868,-0.08,-0.03825006,209.5525
AAPL,2024-06-24,207.72,212.7,206.59,208.14,80727006,0.42,0.2022,208.7875
AAPL,2024-06-21,210.39,211.89,207.11,207.49,246421353,-2.9,-1.38,209.22
AAPL,2024-06-20,213.93,214.24,208.85,209.68,86172500,-4.25,-1.99,211.675
AAPL,2024-06-18,217.59,218.63,213.0,214.29,79943300,-3.3,-1.52,215.8775
AAPL,2024-06-17,213.37,218.95,212.72,216.67,93728300,3.3,1.55,215.4275
AAPL,2024-06-14,213.85,215.17,211.3,212.49,70122748,-1.36,-0.63596,213.2025
AAPL,2024-06-13,214.74,216.75,211.6,214.24,97862729,-0.5,-0.23284,214.3325
AAPL,2024-06-12,207.37,220.2,206.9,213.07,198134300,5.7,2.75,211.885
AAPL,2024-06-11,193.65,207.16,193.63,207.15,172373300,13.5,6.97,200.3975
AAPL,2024-06-10,196.9,197.3,192.15,193.12,97262077,-3.78,-1.92,194.8675
AAPL,2024-06-07,194.65,196.94,194.14,196.89,53103912,2.24,1.15,195.655
AAPL,2024-06-06,195.69,196.5,194.17,194.48,41181800,-1.21,-0.61832,195.21
AAPL,2024-06-05,195.4,196.9,194.87,195.87,54156800,0.47,0.24053,195.76
AAPL,2024-06-04,194.64,195.32,193.03,194.35,47471445,-0.285,-0.14899,194.335
AAPL,2024-06-03,192.9,194.99,192.52,194.03,50080539,1.13,0.5858,193.61
AAPL,2024-05-31,191.44,192.57,189.91,192.25,75158300,0.81,0.42311,191.5425
AAPL,2024-05-30,190.76,192.18,190.63,191.29,49947941,0.53,0.27784,191.215
AAPL,2024-05-29,189.61,192.25,189.51,190.29,53068016,0.68,0.35863,190.415
AAPL,2024-05-28,191.51,193.0,189.1,189.99,52280100,-1.52,-0.79369,190.9
AAPL,2024-05-24,188.82,190.58,188.04,189.98,36327000,1.16,0.61434,189.355
AAPL,2024-05-23,190.98,191.0,186.63,186.88,51005924,-4.1,-2.15,188.8725
AAPL,2024-05-22,192.27,192.82,190.27,190.9,34648547,-1.36,-0.71254,191.565
AAPL,2024-05-21,191.09,192.73,190.92,192.35,42309401,1.26,0.65938,191.7725
AAPL,2024-05-20,189.33,191.92,189.01,191.04,44361300,1.72,0.90318,190.325
AAPL,2024-05-17,189.51,190.81,189.18,189.87,41282925,0.36,0.18996,189.8425
AAPL,2024-05-16,190.47,191.1,189.66,189.84,52845230,-0.63,-0.33076,190.2675
AAPL,2024-05-15,187.91,190.65,187.37,189.72,70400000,1.81,0.96323,188.9125
AAPL,2024-05-14,187.51,188.3,186.29,187.43,52393619,-0.08,-0.04266439,187.3825
AAPL,2024-05-13,185.44,187.1,184.62,186.28,72044809,0.845,0.45298,185.86
AAPL,2024-05-10,184.9,185.09,182.13,183.05,50759500,-1.85,-1.0,183.7925
AAPL,2024-05-09,182.56,184.66,182.11,184.57,48983000,2.01,1.1,183.475
AAPL,2024-05-08,182.85,183.07,181.45,182.74,45057100,-0.11,-0.0601586,182.5275
AAPL,2024-05-07,183.45,184.9,181.32,182.4,77305800,-1.05,-0.57236,183.0175
AAPL,2024-05-06,182.35,184.2,180.42,181.71,78569700,-0.644,-0.35097,182.17
AAPL,2024-05-03,186.65,187.0,182.66,183.38,163224109,-3.27,-1.75,184.9225
AAPL,2024-05-02,172.51,173.42,170.89,173.03,94214915,0.52,0.30143,172.4625
AAPL,2024-05-01,169.58,172.71,169.11,169.3,50383147,-0.28,-0.16511,170.175
AAPL,2024-04-30,173.33,174.99,170.0,170.33,65934800,-3.0,-1.73,172.1625
AAPL,2024-04-29,173.37,176.03,173.1,173.5,68169419,0.13,0.07498414,174.0
AAPL,2024-04-26,169.88,171.34,169.18,169.3,44838400,-0.58,-0.34142,169.925
AAPL,2024-04-25,169.53,170.61,168.15,169.89,50558329,0.365,0.21235,169.545
AAPL,2024-04-24,166.54,169.3,166.21,169.02,48251835,2.48,1.49,167.7675
AAPL,2024-04-23,165.35,167.05,164.92,166.9,49537800,1.55,0.93741,166.055
AAPL,2024-04-22,165.52,167.26,164.77,165.84,48116443,0.325,0.19333,165.8475
AAPL,2024-04-19,166.21,166.4,164.08,165.0,68149400,-1.21,-0.72799,165.4225
AAPL,2024-04-18,168.03,168.64,166.55,167.04,43122903,-0.99,-0.58918,167.565
AAPL,2024-04-17,169.61,170.65,168.0,168.0,50901210,-1.61,-0.94924,169.065
AAPL,2024-04-16,171.75,173.76,168.27,169.38,73711235,-2.37,-1.38,170.79
AAPL,2024-04-15,175.36,176.63,172.5,172.69,73531800,-2.67,-1.52,174.295
AAPL,2024-04-12,174.26,178.36,174.21,176.55,101670900,2.29,1.31,175.845
AAPL,2024-04-11,168.34,175.46,168.16,175.04,91070300,6.7,3.98,171.75
AAPL,2024-04-10,168.8,169.09,167.11,167.78,49709336,-1.02,-0.60427,168.195
AAPL,2024-04-09,168.7,170.08,168.35,169.67,42451209,0.97,0.57499,169.2
AAPL,2024-04-08,169.03,169.2,168.24,168.45,37425513,-0.58,-0.34313,168.73
AAPL,2024-04-05,169.59,170.39,168.95,169.58,42104826,-0.01,-0.00589657,169.6275
AAPL,2024-04-04,170.29,171.92,168.82,168.82,53704400,-1.47,-0.86323,169.9625
AAPL,2024-04-03,168.79,170.68,168.58,169.65,47691715,0.86,0.50951,169.425
AAPL,2024-04-02,169.08,169.34,168.23,168.84,49329500,-0.24,-0.14194,168.8725
AAPL,2024-04-01,171.19,171.25,169.48,170.03,46240500,-1.16,-0.67761,170.4875
AAPL,2024-03-28,171.75,172.23,170.51,171.48,65672700,-0.27,-0.15721,171.4925
AAPL,2024-03-27,170.41,173.6,170.11,173.31,60273300,2.9,1.7,171.8575
AAPL,2024-03-26,170.0,171.42,169.58,169.71,57388449,-0.29,-0.17059,170.1775
AAPL,2024-03-25,170.57,171.94,169.45,170.85,54288328,0.285,0.16416,170.7025
AAPL,2024-03-22,171.76,173.05,170.06,172.28,71160138,0.52,0.30275,171.7875
AAPL,2024-03-21,177.05,177.49,170.84,171.37,106181300,-5.68,-3.21,174.1875
AAPL,2024-03-20,175.72,178.67,175.09,178.67,53423102,2.95,1.68,177.0375
AAPL,2024-03-19,174.34,176.61,173.03,176.08,55215244,1.74,0.99805,175.015
AAPL,2024-03-18,175.57,177.71,173.52,173.72,75604200,-1.85,-1.05,175.13
AAPL,2024-03-15,171.17,172.62,170.29,172.62,121752700,1.45,0.84711,171.675
AAPL,2024-03-14,172.91,174.31,172.05,173.0,72913507,0.09,0.0520502,173.0675
AAPL,2024-03-13,172.77,173.19,170.76,171.13,52488700,-1.64,-0.94924,171.9625
AAPL,2024-03-12,173.15,174.03,171.01,173.23,59825400,0.08,0.04620271,172.855
AAPL,2024-03-11,172.94,174.38,172.05,172.75,60139500,-0.19,-0.10986,173.03
AAPL,2024-03-08,169.0,173.7,168.94,170.73,76267041,1.73,1.02,170.5925
AAPL,2024-03-07,169.15,170.73,168.49,169.0,71765100,-0.15,-0.08867869,169.3425
AAPL,2024-03-06,171.06,171.24,168.68,169.12,68587707,-1.94,-1.13,170.025
AAPL,2024-03-05,170.76,172.04,169.62,170.12,95132400,-0.64,-0.3748,170.635
AAPL,2024-03-04,176.15,176.9,173.79,175.1,81510101,-1.05,-0.59608,175.485
AAPL,2024-03-01,179.55,180.53,177.38,179.66,73563100,0.11,0.06126427,179.28
AAPL,2024-02-29,181.27,182.57,179.53,180.75,136682600,-0.52,-0.28686,181.03
AAPL,2024-02-28,182.51,183.12,180.13,181.42,48953939,-1.09,-0.59723,181.795
AAPL,2024-02-27,181.1,183.92,179.56,182.63,54318900,1.53,0.84484,181.8025
AAPL,2024-02-26,182.24,182.76,180.65,181.16,40867421,-1.08,-0.59263,181.7025
AAPL,2024-02-23,185.01,185.04,182.23,182.52,45119700,-2.49,-1.35,183.7
AAPL,2024-02-22,183.48,184.96,182.46,184.37,52292208,0.89,0.48507,183.8175
AAPL,2024-02-21,181.94,182.89,180.66,182.32,41529674,0.38,0.20886,181.9525
AAPL,2024-02-20,181.79,182.43,180.0,181.56,53665600,-0.23,-0.12652,181.445
AAPL,2024-02-16,183.42,184.85,181.67,182.31,49752500,-1.11,-0.60517,183.0625
AAPL,2024-02-15,183.55,184.49,181.35,183.86,65434500,0.31,0.16889,183.3125
AAPL,2024-02-14,185.32,185.53,182.44,184.15,54630517,-1.17,-0.63134,184.36
AAPL,2024-02-13,185.77,186.21,183.51,185.04,56529529,-0.73,-0.39296,185.1325
AAPL,2024-02-12,188.42,188.67,186.79,187.15,41781934,-1.26,-0.67403,187.7575
AAPL,2024-02-09,188.65,189.99,188.0,188.85,45155216,0.2,0.10602,188.8725
AAPL,2024-02-08,189.39,189.54,187.35,188.32,40962046,-1.06,-0.56497,188.65
AAPL,2024-02-07,190.64,191.05,188.61,189.41,53439000,-1.23,-0.6452,189.9275
AAPL,2024-02-06,186.86,189.31,186.77,189.3,43490800,2.44,1.31,188.06
AAPL,2024-02-05,188.15,189.25,185.84,187.68,69668820,-0.47,-0.2498,187.73
AAPL,2024-02-02,179.86,187.33,179.25,185.85,102551700,5.99,3.33,183.0725
AAPL,2024-02-01,183.99,186.95,183.82,186.86,64885408,2.88,1.56,185.405
AAPL,2024-01-31,187.04,187.1,184.35,184.4,55467803,-2.64,-1.41,185.7225
AAPL,2024-01-30,190.94,191.8,187.47,188.04,55859400,-2.9,-1.52,189.5625
AAPL,2024-01-29,192.01,192.2,189.58,191.73,47145622,-0.28,-0.14583,191.38
AAPL,2024-01-26,194.27,194.76,191.94,192.42,44594011,-1.85,-0.95228,193.3475
AAPL,2024-01-25,195.22,196.27,193.11,194.17,54822126,-1.05,-0.53785,194.6925
AAPL,2024-01-24,195.42,196.38,194.34,194.5,53631316,-0.92,-0.47078,195.16
AAPL,2024-01-23,195.02,195.75,193.83,195.18,42355600,0.16,0.08204287,194.945
AAPL,2024-01-22,192.3,195.33,192.26,193.89,60133900,1.59,0.82683,193.445
AAPL,2024-01-19,189.33,191.95,188.82,191.56,68903000,2.23,1.18,190.415
AAPL,2024-01-18,186.09,189.14,185.83,188.63,78005800,2.54,1.36,187.4225
AAPL,2024-01-17,181.27,182.93,180.3,182.68,47317433,1.41,0.77785,181.795
AAPL,2024-01-16,182.16,184.26,180.93,183.63,65603041,1.47,0.80698,182.745
AAPL,2024-01-12,186.06,186.74,185.19,185.92,40477800,-0.14,-0.07524454,185.9775
AAPL,2024-01-11,186.54,187.05,183.62,185.59,49128408,-0.95,-0.50927,185.7
AAPL,2024-01-10,184.35,186.4,183.92,186.19,46792908,1.84,0.9981,185.215
AAPL,2024-01-09,183.92,185.15,182.73,185.14,42841809,1.22,0.66333,184.235
AAPL,2024-01-08,182.09,185.6,181.5,185.56,59144500,3.47,1.91,183.6875
AAPL,2024-01-05,181.99,182.76,180.17,181.18,62379700,-0.81,-0.44508,181.525
AAPL,2024-01-04,182.15,183.09,180.88,181.91,71983600,-0.24,-0.13176,182.0075
AAPL,2024-01-03,184.22,185.88,183.43,184.25,58414500,0.03,0.01628488,184.445
AAPL,2024-01-02,187.15,188.44,183.89,185.64,82488700,-1.51,-0.80684,186.28
AAPL,2023-12-29,193.9,194.4,191.73,192.53,42672148,-1.37,-0.70655,193.14
AAPL,2023-12-28,194.14,194.66,193.17,193.58,34049900,-0.56,-0.28845,193.8875
AAPL,2023-12-27,192.49,193.5,191.09,193.15,48087700,0.66,0.34287,192.5575
AAPL,2023-12-26,193.61,193.89,192.83,193.05,28919310,-0.56,-0.28924,193.345
AAPL,2023-12-22,195.18,195.41,192.97,193.6,37149600,-1.58,-0.80951,194.29
AAPL,2023-12-21,196.1,197.08,193.5,194.68,46482549,-1.42,-0.72412,195.34
AAPL,2023-12-20,196.9,197.68,194.83,194.83,52242815,-2.07,-1.05,196.06
AAPL,2023-12-19,196.16,196.95,195.89,196.94,40714100,0.78,0.39763,196.485
AAPL,2023-12-18,196.09,196.63,194.39,195.89,55751900,-0.2,-0.10199,195.75
AAPL,2023-12-15,197.53,198.4,197.0,197.57,128538401,0.04,0.02025009,197.625
AAPL,2023-12-14,198.02,199.62,196.16,198.11,66831600,0.09,0.04544995,197.9775
AAPL,2023-12-13,195.09,198.0,194.85,197.96,70404200,2.87,1.47,196.475
AAPL,2023-12-12,193.08,194.72,191.72,194.71,52696900,1.63,0.84421,193.5575
AAPL,2023-12-11,193.11,193.49,191.42,193.18,60943700,0.07,0.03624877,192.8
AAPL,2023-12-08,194.2,195.99,193.67,195.71,53406400,1.51,0.77755,194.8925
AAPL,2023-12-07,193.63,195.0,193.59,194.27,47477700,0.64,0.33053,194.1225
AAPL,2023-12-06,194.45,194.76,192.11,192.32,41089737,-2.13,-1.1,193.41
AAPL,2023-12-05,190.21,194.4,190.18,193.42,66628400,3.21,1.69,192.0525
AAPL,2023-12-04,189.98,190.05,187.45,189.43,43389519,-0.55,-0.2895,189.2275
AAPL,2023-12-01,190.33,191.56,189.23,191.24,45704823,0.91,0.47812,190.59
AAPL,2023-11-30,189.84,190.32,188.19,189.95,48794400,0.11,0.05794353,189.575
AAPL,2023-11-29,190.9,192.09,188.97,189.37,43014224,-1.53,-0.80147,190.3325
AAPL,2023-11-28,189.78,191.08,189.4,190.4,38415419,0.62,0.32669,190.165
AAPL,2023-11-27,189.92,190.67,188.9,189.79,40552609,-0.13,-0.06844987,189.82
AAPL,2023-11-24,190.87,190.9,189.25,189.97,24048344,-0.9,-0.47153,190.2475
AAPL,2023-11-22,191.49,192.93,190.83,191.31,39630011,-0.18,-0.09399969,191.64
AAPL,2023-11-21,191.41,191.52,189.74,190.64,38134500,-0.77,-0.40228,190.8275
AAPL,2023-11-20,189.89,191.91,189.88,191.45,46538614,1.56,0.82153,190.7825
AAPL,2023-11-17,190.25,190.38,188.57,189.69,50941404,-0.56,-0.29435,189.7225
AAPL,2023-11-16,189.57,190.96,188.65,189.71,54412915,0.14,0.07385135,189.7225
AAPL,2023-11-15,187.85,189.5,187.78,188.01,53790500,0.165,0.08517434,188.285
AAPL,2023-11-14,187.7,188.11,186.3,187.44,60108400,-0.26,-0.13852,187.3875
AAPL,2023-11-13,185.82,186.03,184.21,184.8,43627519,-1.02,-0.54892,185.215
AAPL,2023-11-10,183.97,186.57,183.53,186.4,66177922,2.43,1.32,185.1175
AAPL,2023-11-09,182.96,184.12,181.81,182.41,53763540,-0.55,-0.30061,182.825
AAPL,2023-11-08,182.35,183.45,181.59,182.89,49340300,0.54,0.29613,182.57
AAPL,2023-11-07,179.18,182.44,178.97,181.82,70530000,2.64,1.47,180.6025
AAPL,2023-11-06,176.38,179.43,176.21,179.23,63841310,2.85,1.62,177.8125
AAPL,2023-11-03,174.24,176.82,173.35,176.65,79829246,2.41,1.38,175.265
AAPL,2023-11-02,175.52,177.78,175.46,177.57,77334800,2.05,1.17,176.5825
AAPL,2023-11-01,171.0,174.23,170.12,173.97,56934906,2.97,1.74,172.33
AAPL,2023-10-31,169.35,170.9,167.9,170.77,44846017,1.42,0.8385,169.73
AAPL,2023-10-30,169.02,171.17,168.87,170.29,51131000,1.27,0.75139,169.8375
